permanent_id,authority_citation,requirement_name,approved_behavior,profile,platform,final_proof_layer,L1_code,L1_status,L1_obligation,L1_evidence_types,L2_code,L2_status,L2_obligation,L2_evidence_types,L3_code,L3_status,L3_obligation,L3_evidence_types,L4_code,L4_status,L4_obligation,L4_evidence_types,L5_code,L5_status,L5_obligation,L5_evidence_types,L6_code,L6_status,L6_obligation,L6_evidence_types,L7_code,L7_status,L7_obligation,L7_evidence_types
SPEC-AC-04,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-AC-04,Add Context — Variable context,Search/select/create saved variables and attach selected variables to context.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-AC-05,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-AC-05,Add Context — Manage All context,Context-manager modal for include/exclude/preview/retry/remove/add more.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-AC-06,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-AC-06,Add Context — Context preview,Preview source/type/size/summary/inclusion and allow include/exclude/remove.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-AC-07,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-AC-07,Add Context — Context Snapshot rail card,Show active context count/names and open preview/Manage context/View All.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CC-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-01,Automatic top-up,APPROVED,visible_money,web,L5,SURFACE,APPLICABLE,The approved money or allowance surface is reachable and does not claim a completed transaction.,route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved estimates, choices, confirmations, cancellations, and blocked states react honestly.",control_state_test;matching_deployment_identity,LOCAL_SIMULATION,APPLICABLE,A deterministic local or test-only flow demonstrates the interaction without mutating authoritative money or allowance state.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,NONAUTHORITATIVE_DURABLE_INTERFACE,APPLICABLE,"Identity and storage interfaces are durable, but authoritative allowance, credit, entitlement, and payment mutations remain disabled until L5.",persistence_result;authoritative_mutation_disabled_result;matching_deployment_identity,AUTHORITATIVE_MONEY,APPLICABLE,"Authoritative money, entitlement, credit, cap, receipt, and allowance behavior is fail-closed, bounded, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,Real provider connections cannot bypass the proven money and allowance boundary.,scoped_regression_result;money_boundary_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved money or allowance behavior passes scoped production-candidate assertions without live-charge improvisation.,production_scoped_result;deployment_identity
SPEC-CC-02,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-02,Request/session/month cost caps,APPROVED,visible_money,web,L5,SURFACE,APPLICABLE,The approved money or allowance surface is reachable and does not claim a completed transaction.,route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved estimates, choices, confirmations, cancellations, and blocked states react honestly.",control_state_test;matching_deployment_identity,LOCAL_SIMULATION,APPLICABLE,A deterministic local or test-only flow demonstrates the interaction without mutating authoritative money or allowance state.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,NONAUTHORITATIVE_DURABLE_INTERFACE,APPLICABLE,"Identity and storage interfaces are durable, but authoritative allowance, credit, entitlement, and payment mutations remain disabled until L5.",persistence_result;authoritative_mutation_disabled_result;matching_deployment_identity,AUTHORITATIVE_MONEY,APPLICABLE,"Authoritative money, entitlement, credit, cap, receipt, and allowance behavior is fail-closed, bounded, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,Real provider connections cannot bypass the proven money and allowance boundary.,scoped_regression_result;money_boundary_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved money or allowance behavior passes scoped production-candidate assertions without live-charge improvisation.,production_scoped_result;deployment_identity
SPEC-CC-03,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-03,Credit reservation,APPROVED,backend_money,web,L5,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money mutations remain disabled until the L5 money-safety gate,,AUTHORITATIVE_MONEY,APPLICABLE,"The approved authoritative money invariant is fail-closed, bounded, concurrent-safe, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint,CONNECTION_REGRESSION,APPLICABLE,Real adapters cannot bypass the proven authoritative money invariant.,money_boundary_result;scoped_regression_result,PRODUCTION_REGRESSION,APPLICABLE,The invariant passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CC-04,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-04,Cost reconciliation / release,APPROVED,backend_money,web,L5,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money mutations remain disabled until the L5 money-safety gate,,AUTHORITATIVE_MONEY,APPLICABLE,"The approved authoritative money invariant is fail-closed, bounded, concurrent-safe, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint,CONNECTION_REGRESSION,APPLICABLE,Real adapters cannot bypass the proven authoritative money invariant.,money_boundary_result;scoped_regression_result,PRODUCTION_REGRESSION,APPLICABLE,The invariant passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CC-05,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-05,Receipts,APPROVED,visible_money,web,L5,SURFACE,APPLICABLE,The approved money or allowance surface is reachable and does not claim a completed transaction.,route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved estimates, choices, confirmations, cancellations, and blocked states react honestly.",control_state_test;matching_deployment_identity,LOCAL_SIMULATION,APPLICABLE,A deterministic local or test-only flow demonstrates the interaction without mutating authoritative money or allowance state.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,NONAUTHORITATIVE_DURABLE_INTERFACE,APPLICABLE,"Identity and storage interfaces are durable, but authoritative allowance, credit, entitlement, and payment mutations remain disabled until L5.",persistence_result;authoritative_mutation_disabled_result;matching_deployment_identity,AUTHORITATIVE_MONEY,APPLICABLE,"Authoritative money, entitlement, credit, cap, receipt, and allowance behavior is fail-closed, bounded, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,Real provider connections cannot bypass the proven money and allowance boundary.,scoped_regression_result;money_boundary_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved money or allowance behavior passes scoped production-candidate assertions without live-charge improvisation.,production_scoped_result;deployment_identity
SPEC-CC-06,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-06,Nonnegative concurrent balance invariant,APPROVED,backend_money,web,L5,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money mutations remain disabled until the L5 money-safety gate,,AUTHORITATIVE_MONEY,APPLICABLE,"The approved authoritative money invariant is fail-closed, bounded, concurrent-safe, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint,CONNECTION_REGRESSION,APPLICABLE,Real adapters cannot bypass the proven authoritative money invariant.,money_boundary_result;scoped_regression_result,PRODUCTION_REGRESSION,APPLICABLE,The invariant passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CC-07,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-07,Idempotent charging and crediting,APPROVED,backend_money,web,L5,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money mutations remain disabled until the L5 money-safety gate,,AUTHORITATIVE_MONEY,APPLICABLE,"The approved authoritative money invariant is fail-closed, bounded, concurrent-safe, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint,CONNECTION_REGRESSION,APPLICABLE,Real adapters cannot bypass the proven authoritative money invariant.,money_boundary_result;scoped_regression_result,PRODUCTION_REGRESSION,APPLICABLE,The invariant passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CC-08,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-08,Subscription / managed credits separation,APPROVED,visible_money,web,L5,SURFACE,APPLICABLE,The approved money or allowance surface is reachable and does not claim a completed transaction.,route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved estimates, choices, confirmations, cancellations, and blocked states react honestly.",control_state_test;matching_deployment_identity,LOCAL_SIMULATION,APPLICABLE,A deterministic local or test-only flow demonstrates the interaction without mutating authoritative money or allowance state.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,NONAUTHORITATIVE_DURABLE_INTERFACE,APPLICABLE,"Identity and storage interfaces are durable, but authoritative allowance, credit, entitlement, and payment mutations remain disabled until L5.",persistence_result;authoritative_mutation_disabled_result;matching_deployment_identity,AUTHORITATIVE_MONEY,APPLICABLE,"Authoritative money, entitlement, credit, cap, receipt, and allowance behavior is fail-closed, bounded, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,Real provider connections cannot bypass the proven money and allowance boundary.,scoped_regression_result;money_boundary_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved money or allowance behavior passes scoped production-candidate assertions without live-charge improvisation.,production_scoped_result;deployment_identity
SPEC-CC-09,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CC-09,Developer billing boundary,APPROVED,backend_money,web,L5,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money infrastructure begins at L5,,NOT_AT_THIS_DEPTH,N/A,authoritative money mutations remain disabled until the L5 money-safety gate,,AUTHORITATIVE_MONEY,APPLICABLE,"The approved authoritative money invariant is fail-closed, bounded, concurrent-safe, idempotent, and sandbox-proven.",sandbox_money_result;concurrency_idempotency_result;money_gate_checkpoint,CONNECTION_REGRESSION,APPLICABLE,Real adapters cannot bypass the proven authoritative money invariant.,money_boundary_result;scoped_regression_result,PRODUCTION_REGRESSION,APPLICABLE,The invariant passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CN-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CN-01,BYOK connection,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CN-02,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CN-02,Licensed account API / OAuth,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CN-03,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CN-03,Optional browser companion,APPROVED / CONDITIONAL,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CN-04,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CN-04,Manual handoff credential boundary,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CN-05,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CN-05,Connection removal / revoke,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CW-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CW-01,Conversation workspace — Screen heading,Show the approved Talk to AI page heading/subtitle as the accessible page heading.,visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CW-02,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CW-02,Conversation workspace — Conversation thread,Provide internally scrollable conversation history with approved empty/loading/error/new-response behavior.,visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CW-03,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CW-03,Conversation workspace — User message card,"Show user message metadata plus Edit, Copy, and Add to Saved Prompts actions without overwriting history.",visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CW-04,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CW-04,Conversation workspace — AI response card,"Show response text, status/meta, Copy/Refine/Rating/Why this worked/Export/More, streaming/stop/error states.",visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-CW-05,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-CW-05,Conversation workspace — Response branch switcher,Switch among preserved response branches without deleting any branch.,visible_durable,web,L4,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved states, controls, focus, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved local or manual behavior works without claiming durable or external success.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABLE_FUNCTION,APPLICABLE,"Approved data and state save, reload, resume, migrate, and respect identity and privacy boundaries.",persistence_result;recovery_or_migration_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The durable behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The durable behavior remains correct through adapter failures and retries.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved durable behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
